,_id,index_price,strike,interest_rate,maturity,is_call,tau,mark_iv,date,moneyness,instrument_name,days_to_maturity,maturitydate_char,timestamp,underlying_price,instrument_price
14315,6065aa710228c3c5c8fdb1b6,58435.15,52000.0,1.02537065,2APR21,1,0.0027,131.63,2021-04-01 13:11:45.003,0.89,BTC-2APR21-52000-C,1,2021-04-02,1617275505003,58606.45,6651.832075
14323,6065aa740228c3c5c8fdb1c0,58445.25,59000.0,1.02537065,3APR21,1,0.0055,65.01,2021-04-01 13:11:48.024,1.01,BTC-3APR21-59000-C,2,2021-04-03,1617275508024,58692.63,895.0626075
14329,6065aa760228c3c5c8fdb1c5,58446.08,50000.0,1.02537065,24SEP21,1,0.4822,79.76,2021-04-01 13:11:50.040,0.86,BTC-24SEP21-50000-C,176,2021-09-24,1617275510040,66129.88,22666.01637
14335,6065aa780228c3c5c8fdb1c9,58448.76,48000.0,1.02537065,16APR21,0,0.0411,84.95,2021-04-01 13:11:52.224,0.82,BTC-16APR21-48000-P,15,2021-04-16,1617275512224,59597.02,446.97765
14337,6065aa790228c3c5c8fdb1cb,58447.13,57000.0,1.02537065,3APR21,1,0.0055,65.0,2021-04-01 13:11:53.077,0.98,BTC-3APR21-57000-C,2,2021-04-03,1617275513077,58694.14,2083.64197
14338,6065aa7a0228c3c5c8fdb1cd,58447.91,75000.0,1.02537065,16APR21,1,0.0411,84.77,2021-04-01 13:11:54.067,1.28,BTC-16APR21-75000-C,15,2021-04-16,1617275514067,59596.31,476.77048
14341,6065aa7b0228c3c5c8fdb1d1,58447.02,50000.0,1.02537065,30APR21,0,0.0795,75.98,2021-04-01 13:11:55.075,0.86,BTC-30APR21-50000-P,29,2021-04-30,1617275515075,60454.12,1178.85534
14347,6065aa7d0228c3c5c8fdb1d4,58444.41,72000.0,1.02537065,24SEP21,1,0.4822,82.24,2021-04-01 13:11:57.094,1.23,BTC-24SEP21-72000-C,176,2021-09-24,1617275517094,66128.94,12746.353185
14353,6065aa800228c3c5c8fdb1dc,58423.22,62000.0,1.02537065,16APR21,0,0.0411,71.93,2021-04-01 13:12:00.133,1.06,BTC-16APR21-62000-P,15,2021-04-16,1617275520133,59570.79,4795.448595
14354,6065aa800228c3c5c8fdb1dd,58423.22,65000.0,1.02537065,9APR21,1,0.0219,73.32,2021-04-01 13:12:00.144,1.11,BTC-9APR21-65000-C,8,2021-04-09,1617275520144,59142.69,709.71228
14355,6065aa810228c3c5c8fdb1df,58422.41,50000.0,1.02537065,25JUN21,0,0.2329,78.7,2021-04-01 13:12:01.117,0.86,BTC-25JUN21-50000-P,85,2021-06-25,1617275521117,62456.97,3622.50426
14356,6065aa810228c3c5c8fdb1de,58422.41,75000.0,1.02537065,9APR21,1,0.0219,91.26,2021-04-01 13:12:01.121,1.28,BTC-9APR21-75000-C,8,2021-04-09,1617275521121,59143.8,133.07355
14361,6065aa830228c3c5c8fdb1e4,58422.37,50000.0,1.02537065,25MAR22,1,0.9808,76.71,2021-04-01 13:12:03.137,0.86,BTC-25MAR22-50000-C,358,2022-03-25,1617275523137,71746.6,10869.609900000001
14367,6065aa850228c3c5c8fdb1e9,58419.08,60000.0,1.02537065,25MAR22,1,0.9808,76.12,2021-04-01 13:12:05.181,1.03,BTC-25MAR22-60000-C,358,2022-03-25,1617275525181,71744.17,5900.9579825
14369,6065aa860228c3c5c8fdb1eb,58418.83,48000.0,1.02537065,9APR21,0,0.0219,93.8,2021-04-01 13:12:06.154,0.82,BTC-9APR21-48000-P,8,2021-04-09,1617275526154,59138.68,221.77005
14370,6065aa870228c3c5c8fdb1ee,58415.97,68000.0,1.02537065,30APR21,1,0.0795,78.31,2021-04-01 13:12:07.158,1.16,BTC-30APR21-68000-C,29,2021-04-30,1617275527158,60429.61,2628.688035
14372,6065aa870228c3c5c8fdb1ed,58415.97,65000.0,1.02537065,28MAY21,1,0.1562,77.74,2021-04-01 13:12:07.163,1.11,BTC-28MAY21-65000-C,57,2021-05-28,1617275527163,61440.5,6051.88925
14373,6065aa880228c3c5c8fdb1f1,58414.61,64000.0,1.02537065,31DEC21,0,0.7507,80.64,2021-04-01 13:12:08.167,1.1,BTC-31DEC21-64000-P,274,2021-12-31,1617275528167,69142.14,15695.265780000002
14374,6065aa880228c3c5c8fdb1f0,58414.61,48000.0,1.02537065,24SEP21,1,0.4822,79.81,2021-04-01 13:12:08.170,0.82,BTC-24SEP21-48000-C,176,2021-09-24,1617275528170,66102.21,24623.073225
14378,6065aa8a0228c3c5c8fdb1f6,58420.44,50000.0,1.02537065,16APR21,0,0.0411,77.83,2021-04-01 13:12:10.179,0.86,BTC-16APR21-50000-P,15,2021-04-16,1617275530179,59567.05,565.886975
14379,6065aa8a0228c3c5c8fdb1f5,58420.44,60000.0,1.02537065,16APR21,0,0.0411,69.04,2021-04-01 13:12:10.183,1.03,BTC-16APR21-60000-P,15,2021-04-16,1617275530183,59567.05,3529.3477125
14381,6065aa8b0228c3c5c8fdb1f8,58423.48,46000.0,1.02537065,16APR21,0,0.0411,91.61,2021-04-01 13:12:11.576,0.79,BTC-16APR21-46000-P,15,2021-04-16,1617275531576,59571.01,357.42606
14382,6065aa8c0228c3c5c8fdb1f9,58426.61,62000.0,1.02537065,16APR21,1,0.0411,71.94,2021-04-01 13:12:12.198,1.06,BTC-16APR21-62000-C,15,2021-04-16,1617275532198,59574.03,2442.5352300000004
14390,6065aa8f0228c3c5c8fdb201,58438.97,48000.0,1.02537065,31DEC21,1,0.7507,79.64,2021-04-01 13:12:15.222,0.82,BTC-31DEC21-48000-C,274,2021-12-31,1617275535222,69159.16,28891.239090000003
14401,6065aa930228c3c5c8fdb20a,58449.1,54000.0,1.02537065,16APR21,1,0.0411,69.79,2021-04-01 13:12:19.253,0.92,BTC-16APR21-54000-C,15,2021-04-16,1617275539253,59600.22,7092.42618
14407,6065aa960228c3c5c8fdb212,58451.08,72000.0,1.02537065,30APR21,1,0.0795,80.64,2021-04-01 13:12:22.269,1.23,BTC-30APR21-72000-C,29,2021-04-30,1617275542269,60460.78,1889.399375
14409,6065aa970228c3c5c8fdb214,58451.98,50000.0,1.02537065,28MAY21,0,0.1562,75.82,2021-04-01 13:12:23.276,0.86,BTC-28MAY21-50000-P,57,2021-05-28,1617275543276,61472.23,2397.41697
14410,6065aa970228c3c5c8fdb215,58451.98,58000.0,1.02537065,3APR21,1,0.0055,65.0,2021-04-01 13:12:23.281,0.99,BTC-3APR21-58000-C,2,2021-04-03,1617275543281,58699.54,1423.463845
14412,6065aa980228c3c5c8fdb217,58449.65,52000.0,1.02537065,25JUN21,1,0.2329,78.43,2021-04-01 13:12:24.284,0.89,BTC-25JUN21-52000-C,85,2021-06-25,1617275544284,62480.65,14839.154375
14421,6065aa9c0228c3c5c8fdb220,58451.34,50000.0,1.02537065,16APR21,1,0.0411,77.83,2021-04-01 13:12:28.311,0.86,BTC-16APR21-50000-C,15,2021-04-16,1617275548311,59606.61,10133.1237
14424,6065aa9d0228c3c5c8fdb223,58451.87,60000.0,1.02537065,2APR21,0,0.0027,67.36,2021-04-01 13:12:29.321,1.03,BTC-2APR21-60000-P,1,2021-04-02,1617275549321,58616.91,1655.9277075
14426,6065aa9f0228c3c5c8fdb227,58452.06,50000.0,1.02537065,9APR21,0,0.0219,84.83,2021-04-01 13:12:30.325,0.86,BTC-9APR21-50000-P,8,2021-04-09,1617275550325,59181.51,266.316795
14427,6065aa9e0228c3c5c8fdb226,58452.06,45000.0,1.02537065,28MAY21,1,0.1562,80.83,2021-04-01 13:12:30.328,0.77,BTC-28MAY21-45000-C,57,2021-05-28,1617275550328,61468.5,18348.34725
14431,6065aaa00228c3c5c8fdb22a,58452.39,62000.0,1.02537065,3APR21,1,0.0055,68.86,2021-04-01 13:12:32.343,1.06,BTC-3APR21-62000-C,2,2021-04-03,1617275552343,58697.25,190.7660625
14433,6065aaa10228c3c5c8fdb22d,58450.56,60000.0,1.02537065,3APR21,0,0.0055,65.13,2021-04-01 13:12:33.346,1.03,BTC-3APR21-60000-P,2,2021-04-03,1617275553346,58696.8,1848.9492
14436,6065aaa30228c3c5c8fdb231,58451.79,70000.0,1.02537065,28MAY21,0,0.1562,79.97,2021-04-01 13:12:34.353,1.2,BTC-28MAY21-70000-P,57,2021-05-28,1617275554353,61466.09,0.0
14438,6065aaa20228c3c5c8fdb22f,58451.79,56000.0,1.02537065,3APR21,1,0.0055,65.99,2021-04-01 13:12:34.359,0.96,BTC-3APR21-56000-C,2,2021-04-03,1617275554359,58694.58,3257.5491899999997
14447,6065aaa60228c3c5c8fdb239,58443.52,54000.0,1.02537065,9APR21,1,0.0219,70.38,2021-04-01 13:12:38.393,0.92,BTC-9APR21-54000-C,8,2021-04-09,1617275558393,59174.52,5784.30933
14448,6065aaa70228c3c5c8fdb23b,58442.16,59000.0,1.02537065,2APR21,1,0.0027,65.05,2021-04-01 13:12:39.388,1.01,BTC-2APR21-59000-C,1,2021-04-02,1617275559388,58605.04,542.09662
14452,6065aaa80228c3c5c8fdb23e,58433.83,52000.0,1.02537065,9APR21,1,0.0219,76.6,2021-04-01 13:12:40.707,0.89,BTC-9APR21-52000-C,8,2021-04-09,1617275560707,59174.56,7544.7564
14459,6065ab37a7ec8c3a5f748720,58433.9,70000.0,1.02537065,2APR21,1,0.0027,80.74,2021-04-01 13:15:02.548,1.2,BTC-2APR21-70000-C,1,2021-04-02,1617275702548,58608.35,14.6520875
14460,6065ab36a7ec8c3a5f74871f,58433.9,56000.0,1.02537065,16APR21,0,0.0411,68.01,2021-04-01 13:15:02.563,0.96,BTC-16APR21-56000-P,15,2021-04-16,1617275702563,59591.68,1698.3628800000001
14462,6065ab38a7ec8c3a5f748723,58425.3,53000.0,1.02537065,3APR21,0,0.0055,86.74,2021-04-01 13:15:03.555,0.91,BTC-3APR21-53000-P,2,2021-04-03,1617275703555,58686.51,88.029765
14463,6065ab39a7ec8c3a5f748725,58418.82,72000.0,1.02537065,2APR21,0,0.0027,80.83,2021-04-01 13:15:04.557,1.23,BTC-2APR21-72000-P,1,2021-04-02,1617275704557,58592.88,0.0
14475,6065ab3da7ec8c3a5f748730,58394.13,56000.0,1.02537065,9APR21,1,0.0219,67.06,2021-04-01 13:15:09.052,0.96,BTC-9APR21-56000-C,8,2021-04-09,1617275709052,59129.31,4212.963337499999
14478,6065ab3fa7ec8c3a5f748734,58379.73,60000.0,1.02537065,30APR21,0,0.0795,73.58,2021-04-01 13:15:10.599,1.03,BTC-30APR21-60000-P,29,2021-04-30,1617275710599,60397.26,4756.284225
14483,6065ab41a7ec8c3a5f74873a,58370.46,50000.0,1.02537065,30APR21,1,0.0795,75.83,2021-04-01 13:15:12.614,0.86,BTC-30APR21-50000-C,29,2021-04-30,1617275712614,60394.05,12184.4995875
14485,6065ab41a7ec8c3a5f748739,58370.46,60000.0,1.02537065,25JUN21,0,0.2329,78.21,2021-04-01 13:15:13.121,1.03,BTC-25JUN21-60000-P,85,2021-06-25,1617275713121,62386.34,7938.661765
14488,6065ab43a7ec8c3a5f74873e,58372.42,48000.0,1.02537065,30APR21,0,0.0795,78.69,2021-04-01 13:15:14.627,0.82,BTC-30APR21-48000-P,29,2021-04-30,1617275714627,60387.01,920.9019025
14491,6065ab43a7ec8c3a5f748740,58374.12,65000.0,1.02537065,16APR21,1,0.0411,74.48,2021-04-01 13:15:15.634,1.11,BTC-16APR21-65000-C,15,2021-04-16,1617275715634,59534.5,1637.19875
14493,6065ab44a7ec8c3a5f748742,58373.34,56000.0,1.02537065,2APR21,1,0.0027,71.36,2021-04-01 13:15:16.643,0.96,BTC-2APR21-56000-C,1,2021-04-02,1617275716643,58548.96,2663.97768
14501,6065ab47a7ec8c3a5f74874a,58371.57,60000.0,1.02537065,9APR21,1,0.0219,68.32,2021-04-01 13:15:19.662,1.03,BTC-9APR21-60000-C,8,2021-04-09,1617275719662,59112.18,1965.4799850000002
14505,6065ab49a7ec8c3a5f74874e,58361.79,54000.0,1.02537065,9APR21,0,0.0219,70.46,2021-04-01 13:15:21.258,0.93,BTC-9APR21-54000-P,8,2021-04-09,1617275721258,59100.3,605.778075
14508,6065ab4ba7ec8c3a5f748753,58355.5,58000.0,1.02537065,2APR21,1,0.0027,65.07,2021-04-01 13:15:22.683,0.99,BTC-2APR21-58000-C,1,2021-04-02,1617275722683,58536.49,995.12033
14510,6065ab4ba7ec8c3a5f748752,58355.5,54000.0,1.02537065,2APR21,1,0.0027,100.99,2021-04-01 13:15:22.976,0.93,BTC-2APR21-54000-C,1,2021-04-02,1617275722976,58533.82,4580.271415
14511,6065ab4ca7ec8c3a5f748755,58365.9,65000.0,1.02537065,16APR21,0,0.0411,74.48,2021-04-01 13:15:23.690,1.11,BTC-16APR21-65000-P,15,2021-04-16,1617275723690,59521.93,0.0
14512,6065ab4ba7ec8c3a5f748754,58365.9,44000.0,1.02537065,25JUN21,0,0.2329,82.27,2021-04-01 13:15:23.806,0.75,BTC-25JUN21-44000-P,85,2021-06-25,1617275723806,62385.1,2121.0934
14514,6065ab4ca7ec8c3a5f748756,58367.09,64000.0,1.02537065,9APR21,1,0.0219,72.47,2021-04-01 13:15:24.702,1.1,BTC-9APR21-64000-C,8,2021-04-09,1617275724702,59109.83,871.8699925000001
14515,6065ab4da7ec8c3a5f748757,58367.09,58000.0,1.02537065,2APR21,0,0.0027,65.07,2021-04-01 13:15:25.105,0.99,BTC-2APR21-58000-P,1,2021-04-02,1617275725105,58546.53,453.7356075
14521,6065ab50a7ec8c3a5f74875e,58373.4,64000.0,1.02537065,2APR21,0,0.0027,80.75,2021-04-01 13:15:27.720,1.1,BTC-2APR21-64000-P,1,2021-04-02,1617275727720,58558.8,0.0
14522,6065ab50a7ec8c3a5f74875f,58373.4,64000.0,1.02537065,16APR21,1,0.0411,73.77,2021-04-01 13:15:28.043,1.1,BTC-16APR21-64000-C,15,2021-04-16,1617275728043,59544.5,1860.765625
14525,6065ab51a7ec8c3a5f748762,58374.01,56000.0,1.02537065,16APR21,1,0.0411,68.0,2021-04-01 13:15:29.733,0.96,BTC-16APR21-56000-C,15,2021-04-16,1617275729733,59543.13,6013.85613
14527,6065ab52a7ec8c3a5f748763,58374.01,55000.0,1.02537065,28MAY21,1,0.1562,74.02,2021-04-01 13:15:29.740,0.94,BTC-28MAY21-55000-C,57,2021-05-28,1617275729740,61390.53,10820.0809125
14530,6065ab54a7ec8c3a5f748768,58378.87,60000.0,1.02537065,25JUN21,1,0.2329,78.22,2021-04-01 13:15:31.747,1.03,BTC-25JUN21-60000-C,85,2021-06-25,1617275731747,62392.16,10435.08876
14532,6065ab54a7ec8c3a5f748769,58378.87,48000.0,1.02537065,25JUN21,1,0.2329,79.52,2021-04-01 13:15:32.435,0.82,BTC-25JUN21-48000-C,85,2021-06-25,1617275732435,62397.42,17455.678245
14533,6065ab91a7ec8c3a5f74876a,58375.34,52000.0,1.02537065,16APR21,1,0.0411,73.2,2021-04-01 13:15:32.754,0.89,BTC-16APR21-52000-C,15,2021-04-16,1617275732754,59541.28,8826.99476
14534,6065ab91a7ec8c3a5f74876b,58317.23,54000.0,1.02537065,3APR21,0,0.0055,80.08,2021-04-01 13:16:33.181,0.93,BTC-3APR21-54000-P,2,2021-04-03,1617275793181,58585.29,117.17058
14535,6065ab92a7ec8c3a5f74876d,58317.05,72000.0,1.02537065,25JUN21,0,0.2329,81.66,2021-04-01 13:16:34.187,1.23,BTC-25JUN21-72000-P,85,2021-06-25,1617275794187,62343.69,12920.7297525
14540,6065ab94a7ec8c3a5f748771,58315.0,42000.0,1.02537065,2APR21,1,0.0027,134.64,2021-04-01 13:16:36.201,0.72,BTC-2APR21-42000-C,1,2021-04-02,1617275796201,58502.41,18121.1214975
14542,6065ab95a7ec8c3a5f748773,58315.72,48000.0,1.02537065,2APR21,0,0.0027,133.31,2021-04-01 13:16:37.210,0.82,BTC-2APR21-48000-P,1,2021-04-02,1617275797210,58503.14,14.625785
14543,6065ab95a7ec8c3a5f748774,58315.72,59000.0,1.02537065,3APR21,0,0.0055,65.01,2021-04-01 13:16:37.213,1.01,BTC-3APR21-59000-P,2,2021-04-03,1617275797213,58582.23,1303.4546175
14547,6065ab97a7ec8c3a5f748778,58323.4,75000.0,1.02537065,16APR21,0,0.0411,84.87,2021-04-01 13:16:39.222,1.29,BTC-16APR21-75000-P,15,2021-04-16,1617275799222,59498.0,8924.699999999999
14553,6065ab99a7ec8c3a5f74877d,58324.1,56000.0,1.02537065,2APR21,0,0.0027,71.12,2021-04-01 13:16:41.239,0.96,BTC-2APR21-56000-P,1,2021-04-02,1617275801239,58513.83,87.770745
14554,6065ab9aa7ec8c3a5f748780,58322.44,56000.0,1.02537065,30APR21,0,0.0795,72.0,2021-04-01 13:16:42.243,0.96,BTC-30APR21-56000-P,29,2021-04-30,1617275802243,60352.18,2821.4644150000004
14557,6065ab9ba7ec8c3a5f748782,58325.2,64000.0,1.02537065,30APR21,0,0.0795,76.18,2021-04-01 13:16:43.250,1.1,BTC-30APR21-64000-P,29,2021-04-30,1617275803250,60351.46,6351.9911649999995
14559,6065ab9ca7ec8c3a5f748784,58339.62,50000.0,1.02537065,24SEP21,0,0.4822,79.77,2021-04-01 13:16:44.259,0.86,BTC-24SEP21-50000-P,176,2021-09-24,1617275804259,66007.58,6138.70494
14564,6065ab9ea7ec8c3a5f748789,58346.59,61000.0,1.02537065,3APR21,1,0.0055,66.54,2021-04-01 13:16:46.241,1.05,BTC-3APR21-61000-C,2,2021-04-03,1617275806241,58607.96,322.34378000000004
14565,6065ab9ea7ec8c3a5f74878a,58351.42,44000.0,1.02537065,30APR21,1,0.0795,86.85,2021-04-01 13:16:46.271,0.75,BTC-30APR21-44000-C,29,2021-04-30,1617275806271,60375.31,17312.6201425
14566,6065ab9ea7ec8c3a5f74878b,58351.42,56000.0,1.02537065,25JUN21,0,0.2329,77.66,2021-04-01 13:16:46.276,0.96,BTC-25JUN21-56000-P,85,2021-06-25,1617275806276,62384.15,5957.686325000001
14571,6065aba0a7ec8c3a5f74878f,58360.08,62000.0,1.02537065,9APR21,1,0.0219,71.02,2021-04-01 13:16:48.291,1.06,BTC-9APR21-62000-C,8,2021-04-09,1617275808291,59099.54,1329.73965
14576,6065aba3a7ec8c3a5f748795,58359.55,64000.0,1.02537065,24SEP21,1,0.4822,80.88,2021-04-01 13:16:50.442,1.1,BTC-24SEP21-64000-C,176,2021-09-24,1617275810442,66026.12,15417.099019999998
14578,6065aba3a7ec8c3a5f748796,58356.03,64000.0,1.02537065,30APR21,1,0.0795,76.17,2021-04-01 13:16:51.338,1.1,BTC-30APR21-64000-C,29,2021-04-30,1617275811338,60382.28,3668.22351
14583,6065aba6a7ec8c3a5f74879c,58361.32,64000.0,1.02537065,25JUN21,0,0.2329,78.87,2021-04-01 13:16:53.348,1.1,BTC-25JUN21-64000-P,85,2021-06-25,1617275813348,62395.64,10279.681690000001
14587,6065aba8a7ec8c3a5f7487a1,58364.81,60000.0,1.02537065,3APR21,1,0.0055,65.1,2021-04-01 13:16:55.334,1.03,BTC-3APR21-60000-C,2,2021-04-03,1617275815334,58633.87,542.3632975
14589,6065aba8a7ec8c3a5f7487a2,58365.57,52000.0,1.02537065,16APR21,0,0.0411,73.13,2021-04-01 13:16:56.341,0.89,BTC-16APR21-52000-P,15,2021-04-16,1617275816341,59530.61,788.7805825
14595,6065abaaa7ec8c3a5f7487a7,58364.42,68000.0,1.02537065,25JUN21,1,0.2329,80.29,2021-04-01 13:16:58.638,1.17,BTC-25JUN21-68000-C,85,2021-06-25,1617275818638,62397.68,7440.923339999999
14597,6065abaca7ec8c3a5f7487ab,58367.0,65000.0,1.02537065,3APR21,1,0.0055,83.4,2021-04-01 13:16:59.367,1.11,BTC-3APR21-65000-C,2,2021-04-03,1617275819367,58635.43,73.2942875
14611,6065abb1a7ec8c3a5f7487b8,58378.42,72000.0,1.02537065,30APR21,0,0.0795,80.64,2021-04-01 13:17:05.404,1.23,BTC-30APR21-72000-P,29,2021-04-30,1617275825404,60388.11,0.0
14615,6065abb3a7ec8c3a5f7487bc,58373.57,57000.0,1.02537065,3APR21,0,0.0055,65.0,2021-04-01 13:17:07.419,0.98,BTC-3APR21-57000-P,2,2021-04-03,1617275827419,58634.14,425.097515
14618,6065abb4a7ec8c3a5f7487bf,58375.72,58000.0,1.02537065,9APR21,0,0.0219,66.73,2021-04-01 13:17:08.427,0.99,BTC-9APR21-58000-P,8,2021-04-09,1617275828427,59108.6,1758.48085
14620,6065abb6a7ec8c3a5f7487c2,58377.05,66000.0,1.02537065,16APR21,1,0.0411,75.28,2021-04-01 13:17:09.432,1.13,BTC-16APR21-66000-C,15,2021-04-16,1617275829432,59535.52,1413.9686
14621,6065abb5a7ec8c3a5f7487c1,58377.05,56000.0,1.02537065,30APR21,1,0.0795,71.99,2021-04-01 13:17:09.436,0.96,BTC-30APR21-56000-C,29,2021-04-30,1617275829436,60383.93,7200.7836525
14622,6065abb6a7ec8c3a5f7487c3,58377.14,45000.0,1.02537065,9APR21,1,0.0219,108.94,2021-04-01 13:17:10.439,0.77,BTC-9APR21-45000-C,8,2021-04-09,1617275830439,59110.52,5999.71778
14629,6065abb9a7ec8c3a5f7487ca,58382.66,65000.0,1.02537065,28MAY21,0,0.1562,77.76,2021-04-01 13:17:12.463,1.11,BTC-28MAY21-65000-P,57,2021-05-28,1617275832463,61401.81,9486.579644999998
14632,6065abbaa7ec8c3a5f7487cd,58381.28,70000.0,1.02537065,25MAR22,1,0.9808,78.31,2021-04-01 13:17:13.465,1.2,BTC-25MAR22-70000-C,358,2022-03-25,1617275833465,71928.65,23574.615037499996
14633,6065abbaa7ec8c3a5f7487ce,58371.81,64000.0,1.02537065,2APR21,1,0.0027,81.14,2021-04-01 13:17:14.467,1.1,BTC-2APR21-64000-C,1,2021-04-02,1617275834467,58568.63,29.284315
14638,6065abbca7ec8c3a5f7487d3,58373.94,52000.0,1.02537065,30APR21,1,0.0795,73.64,2021-04-01 13:17:16.484,0.89,BTC-30APR21-52000-C,29,2021-04-30,1617275836484,60382.65,10657.537725
14639,6065abbda7ec8c3a5f7487d4,58373.94,60000.0,1.02537065,28MAY21,0,0.1562,74.84,2021-04-01 13:17:16.948,1.03,BTC-28MAY21-60000-P,57,2021-05-28,1617275836948,61393.91,6415.663595
14640,6065abbda7ec8c3a5f7487d5,58367.52,48000.0,1.02537065,2APR21,1,0.0027,133.24,2021-04-01 13:17:17.488,0.82,BTC-2APR21-48000-C,1,2021-04-02,1617275837488,58561.16,4494.569030000001
14641,6065abbea7ec8c3a5f7487d6,58367.52,54000.0,1.02537065,16APR21,0,0.0411,69.66,2021-04-01 13:17:17.671,0.93,BTC-16APR21-54000-P,15,2021-04-16,1617275837671,59532.68,1146.00409
14647,6065abc0a7ec8c3a5f7487dc,58361.87,48000.0,1.02537065,9APR21,1,0.0219,94.41,2021-04-01 13:17:19.508,0.82,BTC-9APR21-48000-C,8,2021-04-09,1617275839508,59094.85,4535.5297375
14648,6065abc0a7ec8c3a5f7487dd,58366.72,74000.0,1.02537065,2APR21,1,0.0027,81.42,2021-04-01 13:17:20.510,1.27,BTC-2APR21-74000-C,1,2021-04-02,1617275840510,58553.83,14.638457500000001
14649,6065abc1a7ec8c3a5f7487de,58366.72,56000.0,1.02537065,25JUN21,1,0.2329,77.66,2021-04-01 13:17:21.068,0.96,BTC-25JUN21-56000-C,85,2021-06-25,1617275841068,62399.78,12339.556494999999
14650,6065abc1a7ec8c3a5f7487df,58370.43,70000.0,1.02537065,9APR21,1,0.0219,79.27,2021-04-01 13:17:21.519,1.2,BTC-9APR21-70000-C,8,2021-04-09,1617275841519,59099.91,251.1746175
14652,6065abc2a7ec8c3a5f7487e1,58362.79,66000.0,1.02537065,16APR21,0,0.0411,75.28,2021-04-01 13:17:22.523,1.13,BTC-16APR21-66000-P,15,2021-04-16,1617275842523,59527.9,0.0
14654,6065abc2a7ec8c3a5f7487e2,58362.79,42000.0,1.02537065,2APR21,0,0.0027,134.61,2021-04-01 13:17:22.528,0.72,BTC-2APR21-42000-P,1,2021-04-02,1617275842528,58550.43,14.6376075
14657,6065abc4a7ec8c3a5f7487e6,58360.52,63000.0,1.02537065,3APR21,1,0.0055,71.27,2021-04-01 13:17:24.539,1.08,BTC-3APR21-63000-C,2,2021-04-03,1617275844539,58628.43,117.25686
14661,6065abc5a7ec8c3a5f7487e9,58359.94,59000.0,1.02537065,2APR21,0,0.0027,65.06,2021-04-01 13:17:25.572,1.01,BTC-2APR21-59000-P,1,2021-04-02,1617275845572,58549.12,966.0604800000001
14664,6065abc8a7ec8c3a5f7487ef,58360.08,65000.0,1.02537065,9APR21,0,0.0219,73.37,2021-04-01 13:17:27.558,1.11,BTC-9APR21-65000-P,8,2021-04-09,1617275847558,59095.48,6544.824410000001
14669,6065abc9a7ec8c3a5f7487f2,58358.83,45000.0,1.02537065,16APR21,1,0.0411,93.71,2021-04-01 13:17:29.572,0.77,BTC-16APR21-45000-C,15,2021-04-16,1617275849572,59518.81,6264.354752499999
14670,6065abcaa7ec8c3a5f7487f3,58358.83,61000.0,1.02537065,2APR21,1,0.0027,71.7,2021-04-01 13:17:29.921,1.05,BTC-2APR21-61000-C,1,2021-04-02,1617275849921,58549.72,117.09944
14671,6065abcaa7ec8c3a5f7487f4,58353.14,54000.0,1.02537065,2APR21,0,0.0027,100.75,2021-04-01 13:17:30.583,0.93,BTC-2APR21-54000-P,1,2021-04-02,1617275850583,58544.37,58.54437
14673,6065abcba7ec8c3a5f7487f5,58353.14,60000.0,1.02537065,30APR21,1,0.0795,73.55,2021-04-01 13:17:31.020,1.03,BTC-30APR21-60000-C,29,2021-04-30,1617275851020,60358.18,5160.62439
14676,6065abcda7ec8c3a5f7487fa,58350.04,70000.0,1.02537065,28MAY21,1,0.1562,80.01,2021-04-01 13:17:32.595,1.2,BTC-28MAY21-70000-C,57,2021-05-28,1617275852595,61374.9,4633.80495
14686,6065abd0a7ec8c3a5f748803,58348.53,58000.0,1.02537065,9APR21,1,0.0219,66.7,2021-04-01 13:17:36.623,0.99,BTC-9APR21-58000-C,8,2021-04-09,1617275856623,59089.27,2895.37423
14691,6065abd3a7ec8c3a5f748809,58348.73,44000.0,1.02537065,30APR21,0,0.0795,86.84,2021-04-01 13:17:38.637,0.75,BTC-30APR21-44000-P,29,2021-04-30,1617275858637,60357.93,573.400335
14693,6065abd2a7ec8c3a5f748808,58348.73,70000.0,1.02537065,25MAR22,0,0.9808,78.33,2021-04-01 13:17:38.642,1.2,BTC-25MAR22-70000-P,358,2022-03-25,1617275858642,71898.21,20598.837165000004
14694,6065abd4a7ec8c3a5f74880c,58348.94,75000.0,1.02537065,28MAY21,1,0.1562,82.22,2021-04-01 13:17:39.644,1.29,BTC-28MAY21-75000-C,57,2021-05-28,1617275859644,61372.34,3590.2818899999997
14696,6065abd4a7ec8c3a5f74880d,58348.15,44000.0,1.02537065,25JUN21,1,0.2329,82.22,2021-04-01 13:17:40.654,0.75,BTC-25JUN21-44000-C,85,2021-06-25,1617275860654,62387.02,20946.441964999998
14698,6065abd6a7ec8c3a5f748810,58348.48,44000.0,1.02537065,2APR21,1,0.0027,134.32,2021-04-01 13:17:41.659,0.75,BTC-2APR21-44000-C,1,2021-04-02,1617275861659,58540.73,6483.385847500001
14701,6065abd6a7ec8c3a5f748812,58348.56,52000.0,1.02537065,2APR21,0,0.0027,131.45,2021-04-01 13:17:42.665,0.89,BTC-2APR21-52000-P,1,2021-04-02,1617275862665,58541.19,43.9058925
14703,6065abd7a7ec8c3a5f748814,58348.65,68000.0,1.02537065,2APR21,1,0.0027,81.18,2021-04-01 13:17:43.672,1.17,BTC-2APR21-68000-C,1,2021-04-02,1617275863672,58541.38,14.635345
